ID,Name,State,temperature,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,,
NJ-035,Somerset County,New Jersey,51.9,3,105,48.9,,
NJ-037,Sussex County,New Jersey,49.4,2.9,107,46.5,,
NJ-039,Union County,New Jersey,52.8,3.1,109,49.7,,
NJ-041,Warren County,New Jersey,50.6,3.7,114,46.9,,
NM-001,Bernalillo County,New Mexico,52.8,2.1,98,50.7,,
NM-003,Catron County,New Mexico,45.8,0.3,62,45.5,,
NM-005,Chaves County,New Mexico,60.3,2.9,105,57.4,,
NM-006,Cibola County,New Mexico,47,0.9,83,46.1,,
NM-007,Colfax County,New Mexico,46.6,2.1,100,44.5,,
NM-009,Curry County,New Mexico,57.8,3.1,108,54.7,,
NM-011,De Baca County,New Mexico,58.2,2.5,103,55.7,,
NM-013,Dona Ana County,New Mexico,60.6,1.5,91,59.1,,
NM-015,Eddy County,New Mexico,63.3,2.7,106,60.6,,
NM-017,Grant County,New Mexico,53,0.3,65,52.7,,
NM-019,Guadalupe County,New Mexico,54.6,2,94,52.6,,
NM-021,Harding County,New Mexico,54.6,2.7,108,51.9,,
NM-023,Hidalgo County,New Mexico,57.6,0.3,58,57.3,,
NM-025,Lea County,New Mexico,62.2,2.7,107,59.5,,
NM-027,Lincoln County,New Mexico,54.1,2.2,96,51.9,,
NM-028,Los Alamos County,New Mexico,46.3,2.2,104,44.1,,
NM-029,Luna County,New Mexico,59.3,1.1,82,58.2,,
NM-031,McKinley County,New Mexico,47.9,1.9,98,46.1,,
NM-033,Mora County,New Mexico,47.5,2.7,105,44.8,,
NM-035,Otero County,New Mexico,57.4,1.9,96,55.5,,
NM-037,Quay County,New Mexico,58.2,2.8,109,55.4,,
NM-039,Rio Arriba County,New Mexico,45,2.3,107,42.7,,
NM-041,Roosevelt County,New Mexico,58.9,3,106,55.9,,
NM-043,Sandoval County,New Mexico,49.6,2.1,104,47.5,,
NM-045,San Juan County,New Mexico,52.1,3.5,117,48.6,,
NM-047,San Miguel County,New Mexico,52.6,2.6,107,50,,
NM-049,Santa Fe County,New Mexico,48.7,2.2,103,46.5,,
NM-051,Sierra County,New Mexico,56.4,1.1,79,55.3,,
NM-053,Socorro County,New Mexico,53.3,1.7,90,51.7,,
NM-055,Taos County,New Mexico,43,2.6,110,40.4,,
NM-057,Torrance County,New Mexico,49.9,2.1,96,47.8,,
NM-059,Union County,New Mexico,52.2,2.5,104,49.7,,
NM-061,Valencia County,New Mexico,54.8,2.1,97,52.7,,
NY-001,Albany County,New York,47.2,2.3,95,44.9,,
NY-003,Allegany County,New York,47,3.9,113,43.1,,
NY-005,Bronx County,New York,53,3.2,106,49.8,,
NY-007,Broome County,New York,46.6,2.5,101,44.1,,
NY-009,Cattaraugus County,New York,47.7,4.7,118,43,,
NY-011,Cayuga County,New York,46.9,3.3,109,43.6,,
NY-013,Chautauqua County,New York,49,5.2,121,43.8,,
NY-015,Chemung County,New York,46.9,2.6,103,44.3,,
NY-017,Chenango County,New York,44.7,1.9,91,42.8,,
NY-019,Clinton County,New York,44,3.7,112,40.3,,
NY-021,Columbia County,New York,48.2,2.5,94,45.7,,
NY-023,Cortland County,New York,44.8,2.5,100,42.3,,
NY-025,Delaware County,New York,43.9,1.7,86,42.2,,
NY-027,Dutchess County,New York,49.8,3.3,110,46.5,,
NY-029,Erie County,New York,48.1,4.5,117,43.6,,
NY-031,Essex County,New York,41.6,2.8,104,38.8,,
NY-033,Franklin County,New York,42.8,4,112,38.8,,
NY-035,Fulton County,New York,44.3,2,94,42.3,,
NY-037,Genesee County,New York,47.5,3.8,114,43.7,,
NY-039,Greene County,New York,45.6,2.3,92,43.3,,
NY-041,Hamilton County,New York,41,2.9,105,38.1,,
NY-043,Herkimer County,New York,42.7,2.4,98,40.3,,
NY-045,Jefferson County,New York,46,3.8,113,42.2,,
NY-047,Kings County,New York,53.3,3.3,110,50,,
NY-049,Lewis County,New York,43.4,3.4,110,40,,
NY-051,Livingston County,New York,48.4,4.3,117,44.1,,
NY-053,Madison County,New York,45.1,2.6,102,42.5,,
NY-055,Monroe County,New York,48.1,3.9,114,44.2,,
NY-057,Montgomery County,New York,46.4,1.9,92,44.5,,
NY-059,Nassau County,New York,51.9,3.2,110,48.7,,
NY-061,New York County,New York,53.5,3.5,112,50,,
NY-063,Niagara County,New York,46.8,3,104,43.8,,
NY-065,Oneida County,New York,44.9,2.4,96,42.5,,
NY-067,Onondaga County,New York,47.2,3.6,112,43.6,,
NY-069,Ontario County,New York,47.6,3.7,112,43.9,,
NY-071,Orange County,New York,49.6,3,105,46.6,,
NY-073,Orleans County,New York,46.9,3.2,105,43.7,,
NY-075,Oswego County,New York,46.9,3.9,115,43,,
NY-077,Otsego County,New York,43.8,1.5,85,42.3,,
NY-079,Putnam County,New York,50.1,3.2,111,46.9,,
NY-081,Queens County,New York,52.8,3.2,110,49.6,,
NY-083,Rensselaer County,New York,46.9,2.5,97,44.4,,
NY-085,Richmond County,New York,53.4,3.3,111,50.1,,
NY-087,Rockland County,New York,51.1,3,105,48.1,,
NY-089,St. Lawrence County,New York,44.5,3.7,112,40.8,,
NY-091,Saratoga County,New York,46.2,2.4,99,43.8,,
NY-093,Schenectady County,New York,47,2.4,98,44.6,,
NY-095,Schoharie County,New York,44.8,2,90,42.8,,
NY-097,Schuyler County,New York,46.4,2.7,104,43.7,,
NY-099,Seneca County,New York,47.3,2.7,103,44.6,,
NY-101,Steuben County,New York,47,3.6,113,43.4,,
NY-103,Suffolk County,New York,50,3.3,115,46.7,,
NY-105,Sullivan County,New York,46.2,2.4,95,43.8,,
NY-107,Tioga County,New York,46.8,2.7,103,44.1,,
NY-109,Tompkins County,New York,46,2.4,97,43.6,,
NY-111,Ulster County,New York,47.4,3,101,44.4,,
NY-113,Warren County,New York,43.5,2.4,98,41.1,,
NY-115,Washington County,New York,45.9,2.2,98,43.7,,
NY-117,Wayne County,New York,47.7,3.8,112,43.9,,
NY-119,Westchester County,New York,51.4,3.3,111,48.1,,
NY-121,Wyoming County,New York,47,4.3,115,42.7,,
NY-123,Yates County,New York,47.2,3.3,108,43.9,,
NC-001,Alamance County,North Carolina,61.2,3.5,118,57.7,,
NC-003,Alexander County,North Carolina,60.8,4.2,125,56.6,,
NC-005,Alleghany County,North Carolina,54.9,4.5,127,50.4,,
NC-007,Anson County,North Carolina,63.4,3,116,60.4,,
NC-009,Ashe County,North Carolina,53.2,4,124,49.2,,
NC-011,Avery County,North Carolina,51.6,3.4,115,48.2,,
NC-013,Beaufort County,North Carolina,62.8,3,111,59.9,,
NC-015,Bertie County,North Carolina,62.1,3.6,117,58.5,,
NC-017,Bladen County,North Carolina,63.6,2.5,109,61.1,,
NC-019,Brunswick County,North Carolina,63.8,2.6,114,61.2,,
NC-021,Buncombe County,North Carolina,55.9,3.3,111,52.6,,
NC-023,Burke County,North Carolina,59.5,3.1,114,56.4,,
NC-025,Cabarrus County,North Carolina,61.1,2.3,102,58.8,,
NC-027,Caldwell County,North Carolina,59.4,3.5,118,55.9,,
NC-029,Camden County,North Carolina,61.1,3.7,117,57.4,,
NC-031,Carteret County,North Carolina,62.8,2.3,106,60.5,,
NC-033,Caswell County,North Carolina,60.9,3.7,120,57.2,,
NC-035,Catawba County,North Carolina,61.2,3.8,123,57.4,,
NC-037,Chatham County,North Carolina,62.2,3.5,119,58.7,,
NC-039,Cherokee County,North Carolina,57.5,2,96,55.5,,
NC-041,Chowan County,North Carolina,62.1,3.4,114,58.7,,
NC-043,Clay County,North Carolina,56.2,2.4,104,53.8,,
NC-045,Cleveland County,North Carolina,60.8,2.5,108,58.3,,
NC-047,Columbus County,North Carolina,63.9,2.6,113,61.3,,
NC-049,Craven County,North Carolina,62.7,2.6,108,60.1,,
NC-051,Cumberland County,North Carolina,63.7,2.8,112,60.9,,
NC-053,Currituck County,North Carolina,60.9,3.7,117,57.2,,
NC-055,Dare County,North Carolina,61.5,2.8,109,58.7,,
NC-057,Davidson County,North Carolina,61,3.4,119,57.6,,
NC-059,Davie County,North Carolina,60.7,3.9,125,56.8,,
NC-061,Duplin County,North Carolina,62.5,2.2,104,60.3,,
NC-063,Durham County,North Carolina,62.1,4.3,127,57.8,,
NC-065,Edgecombe County,North Carolina,62.1,3.3,116,58.8,,
NC-067,Forsyth County,North Carolina,60.6,4.1,124,56.5,,
NC-069,Franklin County,North Carolina,62.4,4.8,128,57.6,,
NC-071,Gaston County,North Carolina,61.7,3.1,116,58.6,,
NC-073,Gates County,North Carolina,61.5,3.6,116,57.9,,
NC-075,Graham County,North Carolina,55.2,1.9,96,53.3,,
NC-077,Granville County,North Carolina,61.6,4.7,128,56.9,,
NC-079,Greene County,North Carolina,62.3,2.5,109,59.8,,
NC-081,Guilford County,North Carolina,61,3.9,119,57.1,,
NC-083,Halifax County,North Carolina,61.5,3.7,118,57.8,,
NC-085,Harnett County,North Carolina,63.4,3.4,121,60,,
NC-087,Haywood County,North Carolina,52.7,2.9,109,49.8,,
NC-089,Henderson County,North Carolina,57.2,3,110,54.2,,
NC-091,Hertford County,North Carolina,61.6,3.6,117,58,,
NC-093,Hoke County,North Carolina,63.6,3.1,117,60.5,,
NC-095,Hyde County,North Carolina,62.4,2.5,109,59.9,,
NC-097,Iredell County,North Carolina,60.9,3.9,123,57,,
NC-099,Jackson County,North Carolina,54.2,2.7,107,51.5,,
NC-101,Johnston County,North Carolina,63.1,3.4,121,59.7,,
NC-103,Jones County,North Carolina,62.4,2.4,104,60,,
NC-105,Lee County,North Carolina,62.8,3.4,122,59.4,,
NC-107,Lenoir County,North Carolina,61.9,1.9,98,60,,
NC-109,Lincoln County,North Carolina,61.3,3.4,120,57.9,,
NC-111,McDowell County,North Carolina,58.3,2.8,107,55.5,,
NC-113,Macon County,North Carolina,54.8,2.2,99,52.6,,
NC-115,Madison County,North Carolina,56.7,3.5,115,53.2,,
NC-117,Martin County,North Carolina,62.4,3.5,116,58.9,,
NC-119,Mecklenburg County,North Carolina,62.1,3.2,115,58.9,,
NC-121,Mitchell County,North Carolina,53.2,3.3,116,49.9,,
NC-123,Montgomery County,North Carolina,62.2,2.8,110,59.4,,
NC-125,Moore County,North Carolina,63,3.4,119,59.6,,
NC-127,Nash County,North Carolina,62.2,4,125,58.2,,
NC-129,New Hanover County,North Carolina,64.2,3,119,61.2,,
NC-131,Northampton County,North Carolina,61.3,3.6,118,57.7,,
NC-133,Onslow County,North Carolina,62.9,2.3,106,60.6,,
NC-135,Orange County,North Carolina,61.2,3.7,120,57.5,,
NC-137,Pamlico County,North Carolina,62.8,2.3,103,60.5,,
NC-139,Pasquotank County,North Carolina,61.4,3.6,116,57.8,,
NC-141,Pender County,North Carolina,63.4,2.6,112,60.8,,
NC-143,Perquimans County,North Carolina,61.7,3.4,114,58.3,,
NC-145,Person County,North Carolina,60.9,4.3,127,56.6,,
NC-147,Pitt County,North Carolina,62.6,2.9,111,59.7,,
NC-149,Polk County,North Carolina,60.5,2.6,106,57.9,,
NC-151,Randolph County,North Carolina,61.7,3.5,118,58.2,,
NC-153,Richmond County,North Carolina,63.8,3.4,122,60.4,,
NC-155,Robeson County,North Carolina,64.2,2.8,114,61.4,,
NC-157,Rockingham County,North Carolina,60.8,3.9,120,56.9,,
NC-159,Rowan County,North Carolina,60.7,2.9,111,57.8,,
NC-161,Rutherford County,North Carolina,60.4,2.4,104,58,,
NC-163,Sampson County,North Carolina,63.2,2.7,112,60.5,,
NC-165,Scotland County,North Carolina,64.2,3.4,122,60.8,,
NC-167,Stanly County,North Carolina,61.8,2.3,105,59.5,,
NC-169,Stokes County,North Carolina,60.3,4.3,126,56,,
NC-171,Surry County,North Carolina,59.5,4.4,126,55.1,,
NC-173,Swain County,North Carolina,52.8,1.7,91,51.1,,
NC-175,Transylvania County,North Carolina,56.2,3.1,114,53.1,,
NC-177,Tyrrell County,North Carolina,62.1,3.1,112,59,,
NC-179,Union County,North Carolina,62.8,3.2,119,59.6,,
NC-181,Vance County,North Carolina,61.8,4.9,128,56.9,,
NC-183,Wake County,North Carolina,62.9,4.3,127,58.6,,
NC-185,Warren County,North Carolina,61.5,4.4,127,57.1,,
NC-187,Washington County,North Carolina,62.3,3.4,114,58.9,,
NC-189,Watauga County,North Carolina,53.1,4,123,49.1,,
NC-191,Wayne County,North Carolina,62.6,2.7,110,59.9,,
NC-193,Wilkes County,North Carolina,59.9,4.6,127,55.3,,
NC-195,Wilson County,North Carolina,62.6,3.3,117,59.3,,
NC-197,Yadkin County,North Carolina,60.3,4.3,124,56,,
NC-199,Yancey County,North Carolina,53,3.3,116,49.7,,
ND-001,Adams County,North Dakota,44.8,3.1,100,41.7,,
ND-003,Barnes County,North Dakota,44.6,3.1,101,41.5,,
ND-005,Benson County,North Dakota,42.6,2.7,96,39.9,,
ND-007,Billings County,North Dakota,45.1,2.9,100,42.2,,
ND-009,Bottineau County,North Dakota,43.5,3.4,102,40.1,,
ND-011,Bowman County,North Dakota,44.5,2.6,98,41.9,,
ND-013,Burke County,North Dakota,43.2,3.6,102,39.6,,
ND-015,Burleigh County,North Dakota,43.2,1.4,87,41.8,,
ND-017,Cass County,North Dakota,46.7,4.3,107,42.4,,
ND-019,Cavalier County,North Dakota,42,3.9,105,38.1,,
ND-021,Dickey County,North Dakota,44.3,1.7,90,42.6,,
ND-023,Divide County,North Dakota,44.2,4.4,107,39.8,,
ND-025,Dunn County,North Dakota,44.4,2.6,95,41.8,,
ND-027,Eddy County,North Dakota,43.6,3.2,106,40.4,,
ND-029,Emmons County,North Dakota,43.8,0.9,82,42.9,,
ND-031,Foster County,North Dakota,43.8,3.2,105,40.6,,
ND-033,Golden Valley County,North Dakota,45.5,3,100,42.5,,
ND-035,Grand Forks County,North Dakota,44.6,3.5,105,41.1,,
ND-037,Grant County,North Dakota,44.4,2.2,93,42.2,,
ND-039,Griggs County,North Dakota,43.7,3.3,103,40.4,,
ND-041,Hettinger County,North Dakota,44.5,2.9,98,41.6,,
ND-043,Kidder County,North Dakota,42.4,1.3,85,41.1,,
ND-045,LaMoure County,North Dakota,44.4,2.3,94,42.1,,
ND-047,Logan County,North Dakota,42.6,1.2,85,41.4,,
ND-049,McHenry County,North Dakota,43.3,2,90,41.3,,
ND-051,McIntosh County,North Dakota,43.2,1.4,88,41.8,,
ND-053,McKenzie County,North Dakota,45.1,2.9,99,42.2,,
ND-055,McLean County,North Dakota,43.3,1.8,89,41.5,,
ND-057,Mercer County,North Dakota,44.4,2.3,94,42.1,,
ND-059,Morton County,North Dakota,44.5,2.3,95,42.2,,
ND-061,Mountrail County,North Dakota,43.2,2.7,97,40.5,,
ND-063,Nelson County,North Dakota,43,3.4,103,39.6,,
ND-065,Oliver County,North Dakota,44.5,2.4,95,42.1,,
ND-067,Pembina County,North Dakota,43.7,4,105,39.7,,
ND-069,Pierce County,North Dakota,42.2,2.4,93,39.8,,
ND-071,Ramsey County,North Dakota,42.8,3.2,103,39.6,,
ND-073,Ransom County,North Dakota,45.3,2.7,98,42.6,,
ND-075,Renville County,North Dakota,44,3.3,102,40.7,,
ND-077,Richland County,North Dakota,46.4,3.4,102,43,,
ND-079,Rolette County,North Dakota,41.4,3.2,101,38.2,,
ND-081,Sargent County,North Dakota,45,2,91,43,,
ND-083,Sheridan County,North Dakota,42.6,1.8,88,40.8,,
ND-085,Sioux County,North Dakota,44.6,1.5,89,43.1,,
ND-087,Slope County,North Dakota,44.8,2.7,97,42.1,,
ND-089,Stark County,North Dakota,44.7,2.8,99,41.9,,
ND-091,Steele County,North Dakota,44.6,3.6,104,41,,
ND-093,Stutsman County,North Dakota,43.7,2.5,100,41.2,,
ND-095,Towner County,North Dakota,42.1,3.6,105,38.5,,
ND-097,Traill County,North Dakota,46.4,4.4,107,42,,
ND-099,Walsh County,North Dakota,43.6,3.7,103,39.9,,
ND-101,Ward County,North Dakota,43.3,2.3,92,41,,
ND-103,Wells County,North Dakota,42.7,2.3,96,40.4,,
ND-105,Williams County,North Dakota,44.8,3.8,104,41,,
OH-001,Adams County,Ohio,57.4,5.2,125,52.2,,
OH-003,Allen County,Ohio,54.7,6.1,125,48.6,,
OH-005,Ashland County,Ohio,53.5,6.4,126,47.1,,
OH-007,Ashtabula County,Ohio,51.3,6.1,127,45.2,,
OH-009,Athens County,Ohio,56.8,5.4,127,51.4,,
OH-011,Auglaize County,Ohio,54.4,5.6,123,48.8,,
OH-013,Belmont County,Ohio,54.6,5.1,125,49.5,,
OH-015,Brown County,Ohio,57.1,5.4,125,51.7,,
OH-017,Butler County,Ohio,56.9,5.6,125,51.4,,
OH-019,Carroll County,Ohio,53.3,5.5,125,47.8,,
OH-021,Champaign County,Ohio,55.2,6,125,49.2,,
OH-023,Clark County,Ohio,56.2,6.4,128,49.8,,
OH-025,Clermont County,Ohio,57.3,5.3,123,52,,
OH-027,Clinton County,Ohio,56.1,5.6,124,50.5,,
OH-029,Columbiana County,Ohio,52.4,5,122,47.4,,
OH-031,Coshocton County,Ohio,55.4,6.5,128,48.9,,
OH-033,Crawford County,Ohio,53.9,6.4,125,47.5,,
OH-035,Cuyahoga County,Ohio,53.5,6.6,126,46.9,,
OH-037,Darke County,Ohio,54.1,4.9,119,49.2,,
OH-039,Defiance County,Ohio,52.8,4.9,119,47.9,,
OH-041,Delaware County,Ohio,55.4,5.9,124,49.5,,
OH-043,Erie County,Ohio,52.8,5.2,122,47.6,,
OH-045,Fairfield County,Ohio,55.6,5.1,123,50.5,,
OH-047,Fayette County,Ohio,55.6,5.4,125,50.2,,
OH-049,Franklin County,Ohio,56.4,5.8,125,50.6,,
OH-051,Fulton County,Ohio,52.1,4.8,119,47.3,,
OH-053,Gallia County,Ohio,56,3.1,106,52.9,,
OH-055,Geauga County,Ohio,51.6,6.2,128,45.4,,
OH-057,Greene County,Ohio,56.2,5.8,125,50.4,,
OH-059,Guernsey County,Ohio,55.9,6.2,128,49.7,,
OH-061,Hamilton County,Ohio,57.5,5.2,123,52.3,,
OH-063,Hancock County,Ohio,55,6.8,125,48.2,,
OH-065,Hardin County,Ohio,54.8,6.5,125,48.3,,
OH-067,Harrison County,Ohio,54.1,5.4,124,48.7,,
OH-069,Henry County,Ohio,53.3,5.3,122,48,,
OH-071,Highland County,Ohio,56.8,5.9,126,50.9,,
OH-073,Hocking County,Ohio,55.8,5.1,124,50.7,,
OH-075,Holmes County,Ohio,54.2,6.3,127,47.9,,
OH-077,Huron County,Ohio,53.1,5.6,122,47.5,,
OH-079,Jackson County,Ohio,56.1,4.3,120,51.8,,
OH-081,Jefferson County,Ohio,53.9,4.9,123,49,,
OH-083,Knox County,Ohio,54.1,6,125,48.1,,
OH-085,Lake County,Ohio,52,6.3,127,45.7,,
OH-087,Lawrence County,Ohio,57.8,4.6,125,53.2,,
OH-089,Licking County,Ohio,55.1,5.7,126,49.4,,
OH-091,Logan County,Ohio,54.3,5.8,124,48.5,,
OH-093,Lorain County,Ohio,53.4,5.9,125,47.5,,
OH-095,Lucas County,Ohio,53.4,5.5,123,47.9,,
OH-097,Madison County,Ohio,56.1,6.2,126,49.9,,
OH-099,Mahoning County,Ohio,52,5.3,125,46.7,,
OH-101,Marion County,Ohio,54.8,6.1,124,48.7,,
OH-103,Medina County,Ohio,53.6,6.3,126,47.3,,
OH-105,Meigs County,Ohio,56,3.7,115,52.3,,
OH-107,Mercer County,Ohio,54.1,5.3,121,48.8,,
OH-109,Miami County,Ohio,56,6.1,127,49.9,,
OH-111,Monroe County,Ohio,55.5,5.2,126,50.3,,
OH-113,Montgomery County,Ohio,56.5,5.9,125,50.6,,
OH-115,Morgan County,Ohio,57.1,6.3,128,50.8,,
OH-117,Morrow County,Ohio,54,6.1,124,47.9,,
OH-119,Muskingum County,Ohio,56.5,6.6,128,49.9,,
OH-121,Noble County,Ohio,56.8,6.4,128,50.4,,
OH-123,Ottawa County,Ohio,53.1,5.1,121,48,,
OH-125,Paulding County,Ohio,53.5,5,119,48.5,,
OH-127,Perry County,Ohio,55.8,5.7,127,50.1,,
OH-129,Pickaway County,Ohio,56.2,5,122,51.2,,
OH-131,Pike County,Ohio,57.2,5.4,126,51.8,,
OH-133,Portage County,Ohio,52.1,5.9,126,46.2,,
OH-135,Preble County,Ohio,54.7,4.9,121,49.8,,
OH-137,Putnam County,Ohio,54.4,5.9,125,48.5,,
OH-139,Richland County,Ohio,53.3,6.4,126,46.9,,
